5057,293.0,478.6,32.8,3.3,66.9,81.3,,632
3062,294.5,441.0,21.2,-42.9,5.8,52.8,6,247
5087,295.5,805.6,32.8,22.3,27.7,82.0,8,369
4015,296.0,606.3,26.5,-9.2,-77.3,66.4,1,33
4080,296.0,625.4,26.5,-16.7,48.9,66.4,9,404
4045,297.0,507.2,26.5,-58.3,-33.8,66.6,3,137
2039,300.0,453.7,20.1,-21.4,-42.0,51.0,2,63
3031,300.0,577.2,21.2,-43.1,-35.5,53.8,3,111
4028,300.0,615.3,26.5,-39.6,-46.8,67.3,3,121
3118,300.0,818.3,21.2,22.5,32.4,53.8,8,353
5014,301.0,410.8,32.8,-16.2,-43.4,83.6,2,88
3116,302.0,675.8,21.2,17.3,44.9,54.2,8,351
5032,305.5,455.8,32.8,-45.9,10.3,84.8,6,286
3042,309.0,547.0,21.2,-54.1,-36.3,55.4,3,115
5006,309.5,441.5,32.8,4.9,-46.6,85.9,2,84
4033,311.0,572.4,26.5,-53.2,-40.3,69.7,3,126
5017,312.0,592.0,32.8,-33.3,-47.2,86.6,2,91
2041,312.0,546.4,20.1,-48.8,-31.8,53.1,3,106
5092,313.0,628.1,32.8,5.2,-24.0,86.9,4,201
5001,314.5,603.2,32.8,-2.0,-75.7,87.3,1,40
3010,315.0,629.6,21.2,1.2,-68.8,56.5,1,18
5015,315.0,482.8,32.8,-21.9,-47.1,87.5,2,89
5045,315.5,465.3,32.8,-16.5,62.7,87.6,9,413
4137,316.5,755.3,26.5,31.3,23.6,71.0,8,363
2038,318.0,598.4,20.1,-44.6,-39.9,54.1,3,105
204,318.0,0.0,18.5,40.8,-11.7,49.7,7,341
5124,318.0,701.2,32.8,-5.6,38.2,88.3,9,419
205,318.0,0.0,18.5,35.2,18.8,49.7,,639
4163,319.0,694.3,26.5,-4.4,-15.2,71.5,,624
3035,320.0,337.1,21.2,-3.8,-41.3,57.4,2,73
4046,320.0,514.6,26.5,-55.8,-29.9,71.8,3,138
2025,320.0,501.9,20.1,-47.6,-6.4,54.4,6,243
3034,322.0,325.4,21.2,0.0,-41.1,57.7,2,72
2019,323.0,648.7,20.1,-23.5,-75.3,54.9,1,16
3119,324.0,736.7,21.2,13.5,37.1,58.1,8,354
5091,324.0,726.1,32.8,30.2,18.7,90.0,8,371
2087,324.0,556.0,20.1,11.4,56.1,55.1,12,487
4124,325.0,691.1,26.5,10.0,33.9,72.9,8,359
1038,325.5,651.9,18.5,-38.6,-34.8,50.9,3,103
5024,326.5,580.4,32.8,"-43,6",-13.5,90.7,6,282
4074,327.0,720.3,26.5,-22.7,-6.7,73.3,,614
4032,329.0,633.9,26.5,-40.5,-39.0,73.8,3,125
3135,329.0,601.6,21.2,10.1,-24.0,59.0,4,179
5037,329.0,565.5,32.8,-40.7,25.8,91.3,6,290
1037,330.5,617.5,18.5,-23.3,47.3,51.7,9,383
4059,331.0,492.9,26.5,-47.2,-2.1,74.2,6,265
5009,334.0,619.0,32.6,-31.4,-67.4,92.7,1,44
5013,334.0,428.2,32.8,-3.1,-51.8,92.7,2,87
4049,334.0,588.8,26.5,-52.0,-26.7,74.9,3,141
5053,340.0,657.2,32.8,8.1,39.5,94.4,8,367
4154,340.0,686.4,26.5,-22.5,13.8,76.2,,622
1023,341.5,730.3,18.5,-21.0,2.6,53.4,5,218
4048,345.0,609.5,26.5,-47.4,-28.1,77.4,3,140
4060,345.0,470.1,26.5,-43.4,1.6,77.4,6,266
5038,345.0,632.8,32.8,-38.4,31.0,95.8,6,291
4090,345.0,521.5,26.5,10.7,10.6,77.4,12,495
1024,347.5,779.1,18.5,-17.0,1.6,54.4,5,219
5048,348.5,553.9,32.8,-6.5,64.0,96.8,,630
4019,350.0,613.7,26.5,-24.6,-66.5,78.5,1,37
3037,350.0,664.6,21.2,-41.8,-43.2,62.8,3,113
4014,355.0,736.2,26.5,-10.1,-79.3,79.6,1,32
4029,360.0,601.6,26.5,-44.6,-47.1,80.7,3,122
5022,360.0,562.9,32.8,-49.0,-37.2,100.0,3,151
2075,360.0,669.4,20.1,-13.7,44.9,61.2,9,389
5008,364.5,637.6,32.8,-27.3,-72.1,101.2,1,43
2173,364.5,688.5,20.1,36.3,11.4,62.0,7,304
1050,366.0,663.0,18.5,-23.4,5.8,57.3,5,220
3064,369.5,527.9,21.2,-45.3,15.2,66.3,6,248
4064,369.5,487.6,26.5,-34.6,4.3,82.9,6,270
4065,369.5,537.4,26.5,-35.0,9.3,82.9,6,271
201,370.0,0.0,18.5,-3.8,-37.2,57.9,2,93
4055,370.0,601.6,26.5,-50.3,-21.8,83.0,,612
3008,371.0,484.4,21.2,3.2,-42.9,66.5,2,69
4068,371.0,587.8,26.5,-30.4,6.9,83.2,6,274
5036,371.0,556.5,32.8,-42.4,19.8,103.0,6,289
4087,371.0,484.4,26.5,-1.5,59.4,83.2,,615
5005,373.5,478.1,32.8,2.9,-52.2,103.7,2,83
4013,376.0,667.8,26.5,-14.7,-81.7,84.3,1,31
4063,376.0,533.2,26.5,-37.9,-3.7,84.3,6,269
2015,392.0,706.0,20.1,-5.8,-78.6,66.7,1,12
2030,392.0,506.2,20.1,-30.3,-44.0,66.7,2,62
5039,397.0,600.5,32.8,-36.0,37.1,110.2,,629
402,397.5,0.0,21.2,4.4,-38.6,71.3,2,94
302,400.0,0.0,20.1,-1.3,-35.0,68.0,,642
4011,401.0,683.7,26.5,-5.8,-83.1,89.9,1,29
3059,402.0,772.7,21.2,-16.3,-2.0,72.1,5,222
4071,403.0,508.8,26.5,-35.2,-7.1,90.4,6,277
3036,409.0,699.6,21.2,-37.6,-42.8,73.4,3,112
5004,410.5,570.8,32.8,0.5,-57.7,114.0,2,82
5093,414.0,681.6,32.8,10.4,-29.7,115.0,4,202
219,420.0,0.0,18.5,14.5,31.2,65.7,12,501
4162,425.0,540.6,26.5,-38.3,0.8,95.3,6,281
5119,430.5,605.8,32.8,-14.8,54.2,119.5,9,418
1019,435.0,602.6,18.5,-5.9,59.0,68.1,,576
4166,440.0,715.5,26.5,-9.7,7.9,98.7,5,229
2088,449.5,581.9,20.1,6.7,62.7,76.5,12,488
301,450.0,0.0,20.1,30.7,-6.6,76.5,4,211
6001,450.5,703.3,49.0,-17.0,-69.4,186.9,1,47
5047,471.0,589.4,32.8,-10.4,59.1,130.8,9,415
6003,472.0,683.2,49.0,-3.7,-64.5,195.8,1,49
3056,482.0,566.0,21.2,-33.9,-0.1,86.5,6,245
5051,483.0,604.7,32.8,5.6,57.3,134.1,12,497
5049,489.0,633.4,32.8,-4.4,50.3,135.8,9,416
5094,493.0,729.3,32.8,16.7,-30.7,136.9,4,203
4069,496.0,614.8,26.5,-24.6,0.1,111.3,6,275
5055,501.5,693.8,32.8,-2.5,30.6,139.3,,631
6002,530.0,807.7,49.0,-8.8,-72.5,219.9,1,48
5026,530.0,673.1,32.8,-28.4,-5.6,147.2,6,284
5050,530.0,530.0,32.8,0.0,54.0,147.2,12,496
1035,536.0,599.4,18.5,-33.3,-3.6,83.9,6,240
4070,639.0,637.1,26.5,-29.5,0.0,143.3,6,276
,,,,,,,,645
,,,,,,,,646
