5012,282.5,355.1,32.8,-9.8,-43.2,78.4,2,86
3040,284.5,556.0,21.2,-45.1,-31.6,51.0,3,114
1016,284.5,472.8,18.5,-4.9,56.5,44.5,,575
3184,286.0,369.9,21.2,-14.0,-77.2,51.3,1,22
1012,286.0,655.6,18.5,28.6,-23.6,44.7,4,171
1042,286.0,494.0,18.5,-38.4,6.8,44.7,6,241
3176,286.0,530.0,21.2,-42.6,-59.1,51.3,,602
5021,288.0,586.7,32.8,-48.3,-43.2,80.0,3,150
208,288.0,0.0,18.5,14.9,34.2,45.1,12,500
3065,291.0,571.3,21.2,-37.5,20.8,52.2,6,249
4078,291.0,667.3,26.5,-22.9,36.7,65.3,9,402
5023,293.0,499.3,32.8,-61.7,-29.7,81.3,3,152
